PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.Organisms	[1] Ctrl_1.raw.PG.Log2Quantity	[2] Ctrl_2.raw.PG.Log2Quantity	[3] Ctrl_3.raw.PG.Log2Quantity	[4] Ctrl_4.raw.PG.Log2Quantity	[5] Ctrl_5.raw.PG.Log2Quantity	[6] TreatA_1.raw.PG.Log2Quantity	[7] TreatA_2.raw.PG.Log2Quantity	[8] TreatA_3.raw.PG.Log2Quantity	[9] TreatA_4.raw.PG.Log2Quantity	[10] TreatA_5.raw.PG.Log2Quantity	[11] TreatB_1.raw.PG.Log2Quantity	[12] TreatB_2.raw.PG.Log2Quantity	[13] TreatB_3.raw.PG.Log2Quantity	[14] TreatB_4.raw.PG.Log2Quantity	[15] TreatB_5.raw.PG.Log2Quantity
Q6FI77	RBM48	RNA binding motif protein 48	Homo sapiens	15.386	15.359	15.329	15.26	15.61	15.263	14.834	15.227	14.576	NA	16.842	16.577	16.282	17.039	16.75
B4E2C7	AREL1	apoptosis resistant E3 ubiquitin protein ligase 1	Homo sapiens	14.755	14.936	NA	14.454	15.064	14.864	14.43	NA	14.781	15.006	NA	NA	NA	15.336	15.238
Q8IZU9	KIRREL3	kirre like nephrin family adhesion molecule 3	Homo sapiens	19.708	20.377	19.861	19.581	19.54	20.651	20.188	20.451	19.509	19.561	20.35	20.442	19.752	20.071	19.507
B3KVV1	THBD	thrombomodulin	Homo sapiens	NA	NA	NA	11.671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
B2R5I8	RAB32	RAB32, member RAS oncogene family	Homo sapiens	15.084	14.947	14.89	14.75	15.235	14.89	15.017	16.124	NA	NA	15.133	16.151	15.154	15.21	15.144
Q9UBV2	SEL1L	SEL1L adaptor subunit of SYVN1 ubiquitin ligase	Homo sapiens	15.696	15.261	15.18	15.1	16.449	15.27	15.006	15.447	14.391	14.264	15.378	15.169	15.6	15.867	15.377
A4FU30	ZNF404	zinc finger protein 404	Homo sapiens	17.288	16.27	NA	16.098	16.476	16.057	16.221	17.278	15.18	16.053	16.201	16.059	16.661	16.997	NA
A8K4A5	NPR3	natriuretic peptide receptor 3	Homo sapiens	15.108	14.669	14.627	14.806	15.386	14.339	13.854	15.458	14.194	14.489	NA	14.534	15.227	14.689	14.96
Q17RS7	GEN1	GEN1 Holliday junction 5' flap endonuclease	Homo sapiens	14.605	14.11	14.337	NA	NA	NA	14.621	NA	NA	14.396	14.548	14.169	14.526	14.688	NA
Q96T73	TMPRSS2	transmembrane serine protease 2	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.772	NA	NA	NA
D3DVB7	SMG5	SMG5 nonsense mediated mRNA decay factor	Homo sapiens	17.441	17.373	17.41	NA	17.855	17.5	17.471	17.788	17.341	17.508	17.478	17.327	NA	17.75	17.754
A8K8Q7	SLC14A2	solute carrier family 14 member 2	Homo sapiens	NA	14.827	14.65	14.087	NA	14.429	14.835	15.133	NA	15.184	14.188	15.247	14.613	14.552	NA
K7EQ17	NOL4	nucleolar protein 4	Homo sapiens	NA	NA	NA	14.248	14.426	14.855	NA	NA	NA	14.293	14.801	14.662	14.76	14.264	NA
Q567R0	UQCRH	ubiquinol-cytochrome c reductase hinge protein	Homo sapiens	NA	13.699	13.753	13.085	NA	NA	13.783	14.663	NA	NA	13.209	NA	NA	NA	NA
B4DDK6	TIMM23B	translocase of inner mitochondrial membrane 23 homolog B	Homo sapiens	16.758	16.195	16.585	16.006	16.57	NA	16.469	16.677	15.349	16.112	16.371	16.935	16.526	NA	16.235
B7Z9C7	ZNF423	zinc finger protein 423	Homo sapiens	14.783	14.517	14.572	14.382	14.329	14.644	14.403	15.242	14.434	NA	NA	14.674	NA	14.799	NA
Q8N1Q1	CA13	carbonic anhydrase 13	Homo sapiens	NA	16.141	16.164	16.415	17.069	16.61	16.282	17.15	16.418	16.517	19.216	19.418	19.328	19.643	19.314
B4DJJ6	CHAT	choline O-acetyltransferase	Homo sapiens	NA	15.549	15.922	15.803	16.168	15.869	16.061	16.335	15.424	15.831	16.241	15.837	15.853	16.725	NA
A0A140VJD8	ADAM29	ADAM metallopeptidase domain 29	Homo sapiens	NA	14.02	13.7	NA	14.309	NA	NA	14.418	NA	13.723	13.948	NA	NA	13.6	13.026
A8K3S1	GNPDA1	glucosamine-6-phosphate deaminase 1	Homo sapiens	18.842	17.881	18.67	18.499	18.532	20.303	20.28	20.995	20.318	19.988	21.874	21.247	20.749	21.413	21.371
B2RC26	ZER1	zyg-11 related cell cycle regulator	Homo sapiens	16.265	15.76	15.813	15.658	15.384	NA	15.745	16.741	15.902	15.77	NA	15.59	15.608	15.778	15.17
H3BLU7	AKR7A2	aldo-keto reductase family 7 member A2	Homo sapiens	NA	NA	14.336	NA	NA	NA	14.286	15.209	14.404	14.691	14.189	14.958	15.113	14.502	NA
Q3B7J2	GFOD2	Gfo/Idh/MocA-like oxidoreductase domain containing 2	Homo sapiens	15.592	NA	NA	16.171	15.994	16.329	15.465	16.285	15.673	15.613	15.535	16.367	NA	16.218	15.688
Q96SI9	STRBP	spermatid perinuclear RNA binding protein	Homo sapiens	14.662	14.221	13.507	13.908	14.695	16.448	16.097	16.903	15.908	16.028	NA	NA	NA	NA	NA
E9PCN5	CNOT10	CCR4-NOT transcription complex subunit 10	Homo sapiens	15.906	15.509	NA	15.027	15.945	15.255	15.063	NA	NA	NA	NA	15.639	NA	15.572	15.783
A6NE34	SNUPN	snurportin 1	Homo sapiens	16.952	17.042	16.892	16.909	17.358	17.225	NA	NA	17.148	16.986	16.764	16.606	17.294	17.154	16.513
A6NK06	ACOD1	aconitate decarboxylase 1	Homo sapiens	NA	NA	NA	11.193	NA	NA	NA	NA	NA	NA	11.344	NA	NA	NA	NA
B2RBH3	IQCJ-SCHIP1	IQCJ-SCHIP1 readthrough	Homo sapiens	16.376	NA	15.976	15.611	15.277	15.404	15.816	16.371	15.484	15.774	15.572	15.948	15.521	15.751	16.023
A0A0G2JMD5	PRAMEF33	PRAME family member 33	Homo sapiens	15.027	15.135	15.318	15.071	15.115	NA	15.17	16.138	NA	14.486	14.786	15.64	NA	NA	14.951
A8KAG8	ADRB3	adrenoceptor beta 3	Homo sapiens	11.637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UPY7	LOC124905743	low affinity immunoglobulin gamma Fc region receptor III-B	Homo sapiens	NA	14.394	NA	NA	NA	14.663	14.077	14.473	13.818	14.203	NA	14.28	14.411	14.458	14.4
Q14534	SQLE	squalene epoxidase	Homo sapiens	NA	NA	12.111	NA	NA	NA	NA	12.458	NA	12.578	NA	NA	NA	12.239	NA
Q96JN7	ALX4	ALX homeobox 4	Homo sapiens	NA	13.135	13.252	NA	14.088	NA	NA	NA	13.363	13.041	NA	13.939	13.299	NA	13.241
B4DKJ0	KRT4	keratin 4	Homo sapiens	19.706	19.619	20.297	20.39	20.609	20.02	19.493	20.04	20.17	20.003	20.082	20.154	19.974	20.151	19.018
Q9NSA0	SLC22A11	solute carrier family 22 member 11	Homo sapiens	17.514	18.084	17.445	17.839	17.987	17.651	17.541	18.228	17.699	17.711	17.247	18.001	18.141	18.439	17.08
A8K839	IL22RA1	interleukin 22 receptor subunit alpha 1	Homo sapiens	14.222	14.019	14.342	14.383	14.174	15.137	NA	14.941	14.356	14.019	14.422	NA	15.657	15.143	14.75
A0A075B759	PPIAL4E	peptidylprolyl isomerase A like 4E	Homo sapiens	15.801	15.4	15.638	15.546	15.934	18.964	17.825	19.12	18.444	18.068	15.542	15.642	NA	15.249	15.397
Q9NWY4	HPF1	histone PARylation factor 1	Homo sapiens	15.584	15.791	15.741	15.581	NA	15.919	15.336	15.992	NA	NA	NA	15.803	15.948	15.124	15.644
A0A3B3IT45	OR51C1	olfactory receptor family 51 subfamily C member 1	Homo sapiens	21.44	20.362	20.99	21.138	20.885	20.746	20.752	21.105	20.81	21.04	20.715	21.074	20.971	21.525	20.737
A4D221	UNCX	UNC homeobox	Homo sapiens	NA	16.579	NA	16.145	16.499	16.472	NA	16.604	16.474	16.15	16.518	16.311	16.355	16.779	16.103
Q7Z7D0	KCNB2	potassium voltage-gated channel subfamily B member 2	Homo sapiens	18.325	17.822	17.204	17.321	17.55	17.294	17.608	17.972	17.956	17.296	17.691	18.156	18.401	17.69	17.987
B7Z999	BFSP1	beaded filament structural protein 1	Homo sapiens	15.434	15.862	15.476	15.439	NA	15.544	15.743	16.245	15.823	15.457	16.345	16.721	16.153	15.624	15.769
A8K831	NPRL2	NPR2 like, GATOR1 complex subunit	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA	11.735	NA	NA	NA	NA	12.657	NA
P52943	CRIP2	cysteine rich protein 2	Homo sapiens	18.243	17.852	17.891	18.335	18.327	18.42	17.554	19.078	17.91	17.913	18.139	18.094	18.238	18.667	18.626
A0A2R8Y6P7	RPS29	ribosomal protein S29	Homo sapiens	16.779	16.664	17.325	16.428	16.784	16.964	17.065	17.094	16.993	16.692	16.886	16.811	16.325	17.312	16.888
A6NNC1	LOC128966637	putative POM121-like protein 1-like	Homo sapiens	16.745	NA	16.329	15.348	15.334	15.749	15.601	NA	15.759	15.579	15.744	16.27	16.464	16.035	16.24
Q8N767	SECISBP2L	SECIS binding protein 2 like	Homo sapiens	16.208	15.555	15.967	15.941	15.989	15.444	15.991	16.049	15.525	NA	15.819	16.12	16.921	NA	16.17
A0A0S2Z478	CRH	corticotropin releasing hormone	Homo sapiens	16.346	16.595	16.519	15.784	16.4	16.661	16.68	16.742	16.171	16.307	16.503	16.593	16.3	16.481	16.73
Q6P4Q6	MTMR10	myotubularin related protein 10	Homo sapiens	NA	15.267	15.131	14.257	NA	15.041	15.263	15.839	15.237	NA	14.644	15.408	15.76	14.997	15.102
F2Z3B6	DERL3	derlin 3	Homo sapiens	NA	NA	12.917	NA	NA	NA	12.765	13.685	12.826	NA	13.198	NA	NA	13.234	NA
B2RMZ9	RPS6KB2	ribosomal protein S6 kinase B2	Homo sapiens	18.131	17.732	17.954	17.941	17.828	19.594	19.863	20.426	19.424	19.588	16.911	18.013	17.467	18.178	17.559
Q5R385	PLA2G2F	phospholipase A2 group IIF	Homo sapiens	19.415	19.332	NA	17.834	19.648	19.105	19.072	19.16	19.194	19.091	19.016	19.385	18.856	19.167	19.445
B7ZLS7	CXorf58	chromosome X open reading frame 58	Homo sapiens	14.968	14.787	14.376	14.562	NA	15.194	NA	15.333	14.711	14.391	NA	16.767	17.226	17.245	16.255
Q8NFZ4	NLGN2	neuroligin 2	Homo sapiens	15.979	15.529	15.082	16.188	15.542	15.446	15.724	16.085	15.662	15.481	16.051	15.585	15.898	15.838	15.567
B4DPV7	CARS1	cysteinyl-tRNA synthetase 1	Homo sapiens	16.325	16.677	16.77	16.3	16.627	18.841	19.206	19.235	19.304	19.27	16.345	16.618	16.18	16.762	15.712
Q5VYX0	RNLS	renalase, FAD dependent amine oxidase	Homo sapiens	15.616	15.203	16.44	15.169	NA	15.489	15.481	15.619	15.247	15.311	15.564	NA	15.7	15.506	15.551
B2RV02	FAM25A	family with sequence similarity 25 member A	Homo sapiens	14.678	14.421	14.396	NA	14.225	17.435	16.913	18.046	16.865	16.604	NA	NA	NA	NA	NA
A0A087WUD2	NEDD9	neural precursor cell expressed, developmentally down-regulated 9	Homo sapiens	23.852	23.598	23.773	23.471	23.492	23.997	23.766	24.419	23.511	23.461	23.845	24.527	24.257	24.477	23.703
A0A0A8K8N9	UQCC4	ubiquinol-cytochrome c reductase complex assembly factor 4	Homo sapiens	18.769	18.025	18.315	17.805	18.51	18.411	18.351	18.686	18.051	18.442	18.001	18.502	NA	18.55	18.347
A0A1B0GW95	IWS1	interacts with SUPT6H, CTD assembly factor 1	Homo sapiens	18.734	17.897	17.844	17.732	18.197	18.425	17.892	18.101	17.842	17.538	18.165	18.439	17.383	17.54	17.553
Q12864	CDH17	cadherin 17	Homo sapiens	16.952	16.791	16.661	16.847	16.776	17.074	17.124	18.19	NA	16.892	16.434	17.079	16.923	17.585	16.975
O60850	PRKACG	protein kinase cAMP-activated catalytic subunit gamma	Homo sapiens	16.668	16.937	NA	16.665	16.96	16.683	16.301	17.117	16.999	16.26	16.405	16.783	15.873	17.192	16.591
A0A1R3UDR5	KLK11	kallikrein related peptidase 11	Homo sapiens	14.803	NA	NA	NA	15.477	14.598	14.917	15.522	NA	15.414	15.559	15.262	15.367	15.27	15.224
A0A0J9YXF7	TAS2R20	taste 2 receptor member 20	Homo sapiens	15.473	15.248	15.246	15.001	15.483	15.877	15.42	16.027	15.486	15.583	15.099	NA	15.1	15.441	15.326
E0D851	GP1BA	glycoprotein Ib platelet subunit alpha	Homo sapiens	19.367	19.314	18.927	18.738	19.221	19.533	18.84	18.666	18.864	18.718	18.692	19.701	NA	19.364	19.488
A0A291FIZ5	NDUFS1	NADH:ubiquinone oxidoreductase core subunit S1	Homo sapiens	16.586	16.222	15.931	15.592	16.3	NA	15.806	16.344	16.175	NA	15.965	16.814	15.89	16.224	NA
A8KAB5	SCYL2	SCY1 like pseudokinase 2	Homo sapiens	NA	15.495	15.321	15.433	15.633	16.289	15.835	16.12	15.607	15.902	16.873	17.36	17.085	17.41	16.873
P51810	GPR143	G protein-coupled receptor 143	Homo sapiens	14	14.132	NA	13.912	13.95	14.002	14.093	NA	14.06	13.692	15.736	16.34	16.085	15.666	15.861
H3BRY8	MT1F	metallothionein 1F	Homo sapiens	16.496	16.153	16.396	16.002	NA	16.079	NA	NA	16.276	15.791	18.334	19.115	18.822	18.918	18.757
Q49UB4	CDCP1	CUB domain containing protein 1	Homo sapiens	NA	14.655	14.986	14.574	15.266	15.259	14.517	15.222	14.894	NA	NA	15.068	14.976	14.832	14.456
A0A2R8Y4D9	OR2I1	olfactory receptor family 2 subfamily I member 1 (gene/pseudogene)	Homo sapiens	14.193	NA	NA	13.707	NA	13.562	13.14	NA	NA	13.81	NA	13.854	13.578	NA	NA
B4DY29	DNAJC5G	DnaJ heat shock protein family (Hsp40) member C5 gamma	Homo sapiens	NA	16.509	17.324	15.922	16.207	16.955	16.299	16.802	16.112	16.588	16.53	17.633	16.773	16.679	16.331
A0A669KB56	STAT1	signal transducer and activator of transcription 1	Homo sapiens	13.285	NA	14.04	NA	NA	13.57	NA	NA	13.426	13.889	13.591	14.246	13.891	13.498	NA
B2R589	RNASE1	ribonuclease A family member 1, pancreatic	Homo sapiens	15.696	14.345	15.295	14.98	14.872	14.84	15.394	NA	15.16	14.767	15.203	15.116	15.206	15.845	15.241
A0A8I5KR70	HEATR3	HEAT repeat containing 3	Homo sapiens	19.071	19.161	18.717	18.366	18.993	18.938	18.708	19.182	18.186	18.903	19.241	18.991	19.429	18.84	18.706
A0A087WZ82	FXYD6-FXYD2	FXYD6-FXYD2 readthrough	Homo sapiens	16.858	16.799	17.366	16.292	16.153	17.008	16.727	17.327	NA	16.836	16.47	16.567	16.943	16.971	16.586
B3KSB7	PPM1J	protein phosphatase, Mg2+/Mn2+ dependent 1J	Homo sapiens	18.696	18.734	18.559	18.414	18.9	18.687	18.562	19.601	18.679	18.578	18.111	18.793	18.929	18.883	18.452
Q8WX77	IGFBPL1	insulin like growth factor binding protein like 1	Homo sapiens	16.047	15.708	16.673	NA	16.737	16.483	16.641	17.16	16.174	15.687	16.187	16.488	NA	16.571	16.353
Q969S3	ZNF622	zinc finger protein 622	Homo sapiens	15.04	NA	NA	14.45	15.41	14.686	NA	15.497	NA	14.797	NA	15.156	NA	15.098	14.255
B4DYF7	PIWIL3	piwi like RNA-mediated gene silencing 3	Homo sapiens	14.576	NA	NA	14.358	14.576	14.16	NA	14.625	NA	13.763	NA	NA	14.467	NA	14.718
Q3V5L5	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	Homo sapiens	16.619	16.576	16.609	16.716	16.498	16.446	16.328	17.051	16.112	NA	16.631	16.4	17.105	16.434	16.371
O14633	LCE2B	late cornified envelope 2B	Homo sapiens	NA	NA	NA	12.532	NA	NA	12.841	13.007	NA	13.206	13.28	NA	NA	NA	NA
O95948	ONECUT2	one cut homeobox 2	Homo sapiens	15.563	14.822	15.184	15.027	15.35	15.275	14.855	NA	NA	15.221	14.881	14.813	NA	15.733	NA
A0A286YF60	SCYGR3	small cysteine and glycine repeat containing 3	Homo sapiens	15.571	14.695	15.997	NA	15.421	15.798	15.451	15.457	NA	15.254	15.748	15.319	15.3	15.31	15.384
B4DEB6	ACADVL	acyl-CoA dehydrogenase very long chain	Homo sapiens	16.035	15.331	15.141	NA	15.971	15.448	15.454	16.182	NA	NA	15.162	NA	15.558	15.805	15.076
A0AAG2UXC4	LOC112268390	putative protein FAM90A12P	Homo sapiens	17.997	18.475	18.538	17.815	18.425	18.151	18.346	18.435	18.182	17.673	18.284	18.331	18.003	18.242	18.256
B0M0J9	FFAR2	free fatty acid receptor 2	Homo sapiens	NA	NA	NA	14.252	15.292	14.971	14.486	NA	NA	14.667	14.408	15.198	14.756	NA	NA
B2R4P4	RABIF	RAB interacting factor	Homo sapiens	14.319	NA	NA	NA	13.95	NA	13.713	14.316	NA	14.367	NA	14.623	NA	14.379	13.689
Q8NH08	OR10AC1	olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene)	Homo sapiens	NA	14.375	NA	13.99	14.216	13.826	NA	NA	13.066	14.104	14.135	14.445	14.152	14.558	NA
Q5TCZ8	CUTC	cutC copper transporter	Homo sapiens	17.006	16.52	16.782	16.495	16.933	NA	16.879	17.887	17.013	15.81	16.651	18.11	17.265	16.863	16.859
A2RRM7	BBX	BBX high mobility group box domain containing	Homo sapiens	NA	NA	NA	NA	NA	12.268	12.058	NA	NA	NA	12.337	NA	NA	NA	NA
A6NHU9	SHANK2	SH3 and multiple ankyrin repeat domains 2	Homo sapiens	NA	NA	NA	NA	NA	NA	NA	13.272	NA	12.654	NA	NA	NA	NA	13.254
A0A0S2Z4G5	UCP3	uncoupling protein 3	Homo sapiens	17.025	16.928	16.24	16.108	17.089	17.059	16.174	17.041	16.224	16.227	16.613	17.146	16.593	16.72	16.272
A0A0K2GN21	BCKDHB	branched chain keto acid dehydrogenase E1 subunit beta	Homo sapiens	NA	NA	13.774	13.806	NA	NA	13.88	NA	14.198	13.416	13.436	14.341	14.079	14.284	13.765
A8MVW5	HEPACAM2	HEPACAM family member 2	Homo sapiens	16.263	16.296	16.143	NA	16.236	15.88	15.938	NA	15.605	15.365	15.599	16.426	NA	16.613	15.672
B7Z625	NELL2	neural EGFL like 2	Homo sapiens	15.663	15.783	15.318	15.05	15.774	16.122	14.899	15.693	15.229	15.532	15.633	15.942	15.59	NA	14.99
A0MNP2	SNRNP40	small nuclear ribonucleoprotein U5 subunit 40	Homo sapiens	17.575	17.57	16.764	17.077	17.813	17.557	NA	18.212	17.558	17.477	17.188	17.382	18.029	NA	17.683
Q15181	PPA1	inorganic pyrophosphatase 1	Homo sapiens	16.545	16.845	17.021	17.109	16.378	17.193	17.241	17.897	NA	16.598	17.281	17.724	16.566	17.363	17.01
A0A3B3IU54	ANGEL1	angel homolog 1	Homo sapiens	15.044	15.141	NA	14.633	15.765	14.814	14.284	15.078	14.094	NA	15.094	15.955	15.302	14.622	15.539
A4D212	INTS1	integrator complex subunit 1	Homo sapiens	14.537	14.664	15.089	NA	NA	15.053	15.035	NA	NA	14.475	14.374	15.447	NA	15.159	NA
Q6GU65	HHIPL2	HHIP like 2	Homo sapiens	15.044	14.633	14.925	15.002	14.519	15.279	NA	15.209	14.902	14.525	15.077	NA	NA	15.505	14.933
A8K330	WDR75	WD repeat domain 75	Homo sapiens	16.729	16.739	16.218	16.056	16.679	16.721	16.555	16.505	17.074	16.45	16.316	17.156	17.255	16.866	16.707
A0A0A0MRU4	ZNG1F	Zn regulated GTPase metalloprotein activator 1F	Homo sapiens	14.974	16.241	15.656	15.485	15.686	15.525	16.052	15.985	14.948	15.316	15.777	16.273	15.271	15.809	15.427
B2R7J2	ZP2	zona pellucida glycoprotein 2	Homo sapiens	19.564	19.446	19.426	18.401	19.442	19.373	19.095	19.525	19.005	18.486	18.335	19.455	19.216	19.049	NA
F1T0H7	ARHGDIG	Rho GDP dissociation inhibitor gamma	Homo sapiens	NA	13.004	NA	NA	12.889	NA	NA	13.737	NA	NA	13.024	13.139	NA	13.367	NA
Q8TBZ5	ZNF502	zinc finger protein 502	Homo sapiens	13.788	NA	13.441	13.494	NA	13.546	NA	NA	NA	NA	13.088	NA	NA	13.621	13.789
B2RCP2	ZBTB17	zinc finger and BTB domain containing 17	Homo sapiens	14.66	NA	NA	NA	14.41	NA	14.067	14.388	13.187	13.987	14.237	14.276	NA	NA	NA
A0A9E8LN18	SPINK13	serine peptidase inhibitor Kazal type 13	Homo sapiens	23.133	22.889	22.496	22.272	23.451	NA	25.969	25.884	25.353	25.888	23.165	NA	23.217	23.787	22.777
A6NLH1	XPOT	exportin for tRNA	Homo sapiens	NA	15.985	15.983	15.949	16.027	16.375	15.357	16.452	15.757	15.374	16.121	16.285	15.311	16.024	15.763
B3KMR5	RRP12	ribosomal RNA processing 12 homolog	Homo sapiens	17.036	16.587	16.669	16.893	16.376	NA	16.714	16.639	16.175	NA	16.573	NA	17.574	16.699	16.79
Q5MJ07	SPANXN5	SPANX family member N5	Homo sapiens	NA	14.147	NA	NA	14.161	13.891	NA	14.126	NA	13.407	NA	14.004	14.173	13.732	13.752
P53597	SUCLG1	succinate-CoA ligase GDP/ADP-forming subunit alpha	Homo sapiens	15.971	NA	NA	15.09	15.532	15.714	15.755	16.194	15.295	15.25	15.344	15.511	15.803	NA	15.429
B7Z4W6	PCYT2	phosphate cytidylyltransferase 2, ethanolamine	Homo sapiens	NA	18.443	18.335	17.693	NA	17.972	17.649	18.447	17.639	NA	17.422	18.206	18.263	18.603	17.756
O95969	SCGB1D2	secretoglobin family 1D member 2	Homo sapiens	NA	NA	NA	NA	12.115	NA	NA	NA	NA	NA	NA	12.238	NA	NA	NA
D4YW75	ZMIZ2	zinc finger MIZ-type containing 2	Homo sapiens	NA	14.938	14.602	NA	14.865	NA	15.19	NA	14.637	14.459	15.062	NA	15.02	15.506	15.057
B3KPJ2	ATP13A1	ATPase 13A1	Homo sapiens	13.58	13.529	13.3	NA	13.817	NA	NA	NA	NA	NA	13.923	13.845	12.938	NA	NA
B2R6D1	AASDHPPT	aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase	Homo sapiens	17.009	16.98	16.301	NA	16.879	15.927	16.301	17.003	16.208	16.655	16.219	16.248	16.54	16.987	NA
A0A140VK21	HSFX2	heat shock transcription factor family, X-linked 2	Homo sapiens	17.475	17.186	17.41	17.676	NA	17.425	17.361	18.021	17.813	17.656	17.696	17.623	18.023	17.465	NA
Q9UFN0	NIPSNAP3A	nipsnap homolog 3A	Homo sapiens	14.632	14.326	14.072	13.89	13.87	13.756	14.273	15.194	14.301	NA	NA	14.669	NA	14.475	14.039
O15230	LAMA5	laminin subunit alpha 5	Homo sapiens	15.176	15.118	14.542	NA	15.255	15.373	14.742	15.578	14.978	14.33	NA	15.043	14.592	15.208	14.584
A0A2X0TVT1	ARHGAP36	Rho GTPase activating protein 36	Homo sapiens	NA	15.087	NA	14.7	15.431	NA	15.292	15.34	14.789	14.361	NA	15.023	14.681	14.673	15.011
Q6ZN32	ETV3L	ETS variant transcription factor 3 like	Homo sapiens	17.316	17.294	17.657	17.374	17.937	17.221	17.736	18.118	17.636	17.849	17.742	17.501	17.813	17.696	NA
A8K5Y3	TMCC1	transmembrane and coiled-coil domain family 1	Homo sapiens	15.361	14.691	14.82	14.302	14.811	14.907	14.829	15.213	14.913	14.555	NA	15.65	14.86	14.745	15.084
A0A0S2Z5M1	SEC63	SEC63 homolog, protein translocation regulator	Homo sapiens	18.58	18.641	18.625	18.593	NA	17.022	15.857	17.594	15.935	16.852	18.678	19.478	18.625	18.619	18.673
A0A0G2JNC5	EPHB6	EPH receptor B6	Homo sapiens	NA	15.05	15.313	14.629	NA	15.541	14.865	15.705	14.169	14.89	14.725	15.03	14.974	15.222	15.197
B0YJ17	GATA6	GATA binding protein 6	Homo sapiens	18.902	18.908	18.879	18.221	18.76	19.844	18.772	19.4	18.883	18.51	16.563	17.124	16.758	16.82	15.927
B3KWW5	LGALS9B	galectin 9B	Homo sapiens	16.102	16.305	15.786	16.024	NA	15.559	16.065	16.571	16.177	15.474	15.901	16.515	16.576	16.552	15.924
H0YI09	TMT1A	thiol methyltransferase 1A	Homo sapiens	NA	15.668	15.963	15.479	15.783	15.93	15.986	15.958	15.364	NA	NA	15.308	14.444	14.803	13.856
G5EA26	IGSF9B	immunoglobulin superfamily member 9B	Homo sapiens	15.951	15.187	14.996	15.415	15.734	15.693	14.988	16.563	14.823	15.388	15.36	15.188	15.24	15.572	15.438
F6RWC2	SDR39U1	short chain dehydrogenase/reductase family 39U member 1	Homo sapiens	15.896	15.354	15.702	NA	16.18	15.691	NA	15.647	NA	15.502	15.702	16	NA	15.765	15.665
A4LBB6	TCF15	transcription factor 15	Homo sapiens	17.151	17.438	17.163	17.262	17.681	17.737	17.218	18.598	17.024	17.259	17.528	16.95	17.378	17.833	17.3
A0A0A0MR02	VDAC2	voltage dependent anion channel 2	Homo sapiens	18.164	NA	17.654	17.754	17.557	19.448	19.343	19.673	19.471	18.774	17.839	18.306	17.529	17.58	17.843
Q14F51	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Homo sapiens	15.816	15.955	16.092	15.373	16.855	16.068	16.473	16.256	NA	16.407	16.061	16.241	15.892	15.98	15.593
A8K4B4	NUSAP1	nucleolar and spindle associated protein 1	Homo sapiens	16.765	15.637	16.189	16.403	16.293	NA	16.097	17.05	16.443	16.762	15.795	17.006	16.405	17.062	15.985
J3QR68	HP	haptoglobin	Homo sapiens	14.597	14.369	14.866	13.998	14.185	14.99	14.729	15.117	13.996	14.112	NA	15.086	NA	14.402	NA
B2RUZ3	CCL4L1	C-C motif chemokine ligand 4 like 1	Homo sapiens	16.249	NA	16.244	15.635	15.927	16.233	15.987	NA	15.256	15.958	15.824	15.866	15.336	16.174	15.495
B3KSI7	XPNPEP1	X-prolyl aminopeptidase 1	Homo sapiens	16.664	16.609	16.462	16.235	16.367	NA	16.877	17.139	16.062	16.863	17.087	17.025	16.535	17.203	16.585
A2IDC6	MRPL28	mitochondrial ribosomal protein L28	Homo sapiens	13.946	13.907	14.224	13.545	13.418	NA	12.7	NA	NA	NA	13.966	NA	NA	NA	NA
A6NLG2	KIF19	kinesin family member 19	Homo sapiens	16.412	NA	16.04	15.579	16.509	16.672	16.357	16.626	16.573	NA	16.716	16.348	16.698	16.28	16.706
A0A0C4DFY5	GPRC5C	G protein-coupled receptor class C group 5 member C	Homo sapiens	NA	15.155	NA	14.459	15.331	15.336	14.323	15.069	14.201	14.803	NA	14.877	14.9	NA	13.748
Q92963	RIT1	Ras like without CAAX 1	Homo sapiens	17.377	16.969	17.014	16.817	17.402	16.861	16.631	17.53	NA	17.426	18.203	18.146	17.994	17.613	17.883
P11474	ESRRA	estrogen related receptor alpha	Homo sapiens	15.25	15.204	14.092	13.834	NA	14.664	13.948	15.001	14.444	NA	NA	NA	NA	11.441	NA
A0A126GW38	OR6B3	olfactory receptor family 6 subfamily B member 3	Homo sapiens	16.54	16.983	16.048	16.365	16.603	16.332	16.445	16.865	16.268	16.43	16.456	16.503	17.099	NA	16.014
Q7Z513	RHOJ	ras homolog family member J	Homo sapiens	16.086	15.812	15.652	15.705	16.362	15.725	15.597	16.306	15.604	15.941	15.747	16.133	15.443	15.889	NA
